player_id,full_name,position,birth_date,team_name,minutes_played,goals_per90,assists_per90,xg_per90,xa_per90,npxg_per90,market_value_eur,match_confidence,age,position_group,goals_per90_pctl,assists_per90_pctl,xg_per90_pctl,xa_per90_pctl,npxg_per90_pctl,composite_output_pctl,value_efficiency
258,Dante,D S,1983-10-18,Nice,1958,0.0,0.0,0.016,0.013,0.016,500000.0,1.0,42.7,Defender,24.695121951219512,25.0,20.73170731707317,21.951219512195124,20.73170731707317,22.621951219512194,45.24390243902439
260,Nemanja Matic,M S,1988-08-01,Lyon,2084,0.0,0.043,0.003,0.061,0.003,2000000.0,1.0,38.0,Midfielder,17.532467532467532,33.76623376623377,1.2987012987012987,31.818181818181817,1.2987012987012987,17.142857142857146,8.571428571428573
261,Massadio Haidara,D S,1992-12-02,Brest,1707,0.0,0.0,0.016,0.021,0.016,1500000.0,1.0,33.6,Defender,24.695121951219512,25.0,20.73170731707317,30.48780487804878,20.73170731707317,24.329268292682926,16.21951219512195
262,Jordan Amavi,D S,1994-03-09,Brest,780,0.0,0.0,0.034,0.02,0.034,1500000.0,1.0,32.4,Defender,24.695121951219512,25.0,37.5,29.573170731707314,38.109756097560975,30.975609756097562,20.650406504065042
263,Pedro Chirivella,M S,1997-05-23,Nantes,2404,0.0,0.075,0.012,0.085,0.012,5000000.0,1.0,29.1,Midfielder,17.532467532467532,46.103896103896105,8.441558441558442,46.75324675324675,8.441558441558442,25.454545454545457,5.090909090909092
264,Gianluigi Donnarumma,GK,1999-02-25,Paris Saint Germain,2091,0.0,0.0,0.0,0.0,0.0,40000000.0,1.0,27.4,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,1.15
266,Assane Diousse,M S,1997-09-20,Auxerre,646,0.0,0.0,0.007,0.017,0.007,700000.0,1.0,28.8,Midfielder,17.532467532467532,15.584415584415584,3.896103896103896,3.896103896103896,3.896103896103896,8.96103896103896,12.801484230055658
267,Nikola Maksimovic,D,1991-11-25,Montpellier,592,0.0,0.0,0.007,0.008,0.007,300000.0,1.0,34.6,Defender,24.695121951219512,25.0,8.231707317073171,16.158536585365855,8.231707317073171,16.463414634146343,54.87804878048781
268,Geoffrey Kondogbia,D M S,1993-02-15,Marseille,2026,0.0,0.0,0.031,0.007,0.031,7000000.0,1.0,33.4,Defender,24.695121951219512,25.0,34.45121951219512,14.02439024390244,35.0609756097561,26.646341463414636,3.8066202090592336
269,Steve Mandanda,GK S,1985-03-28,Rennes,1490,0.0,0.0,0.0,0.009,0.0,500000.0,1.0,41.3,Goalkeeper,52.0,48.0,50.0,92.0,50.0,58.4,116.8
270,Edimilson Fernandes,D M S,1996-04-15,Brest,1111,0.0,0.081,0.026,0.06,0.026,3000000.0,1.0,30.3,Defender,24.695121951219512,69.51219512195121,31.097560975609756,57.3170731707317,31.70731707317073,42.86585365853658,14.28861788617886
271,Nampalys Mendy,M S,1992-06-23,Lens,592,0.0,0.152,0.023,0.025,0.023,1800000.0,1.0,34.1,Midfielder,17.532467532467532,76.62337662337663,14.285714285714285,9.090909090909092,14.285714285714285,26.363636363636363,14.646464646464645
272,Gerónimo Rulli,GK,1992-05-20,Marseille,3060,0.0,0.0,0.0,0.002,0.0,8000000.0,1.0,34.2,Goalkeeper,52.0,48.0,50.0,68.0,50.0,53.6,6.7
273,Lucas Hernández,D S,1996-02-14,Paris Saint Germain,869,0.0,0.0,0.009,0.004,0.009,25000000.0,1.0,30.4,Defender,24.695121951219512,25.0,10.670731707317072,8.231707317073171,10.670731707317072,15.853658536585366,0.6341463414634146
274,André Gomes,M S,1993-07-30,Lille,1301,0.0,0.0,0.033,0.061,0.033,6000000.0,1.0,33.0,Midfielder,17.532467532467532,15.584415584415584,24.025974025974026,31.818181818181817,24.025974025974026,22.597402597402596,3.766233766233766
275,Mat Ryan,GK,,Lens,1260,0.0,0.0,0.0,0.0,0.0,,,,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,
276,Alban Lafont,GK,,Nantes,1080,0.0,0.0,0.0,0.004,0.0,,,,Goalkeeper,52.0,48.0,50.0,84.0,50.0,56.8,
277,Benjamin André,M,1990-08-03,Lille,2697,0.0,0.1,0.046,0.088,0.046,5000000.0,1.0,36.0,Midfielder,17.532467532467532,58.44155844155844,33.116883116883116,48.05194805194805,33.116883116883116,38.05194805194805,7.6103896103896105
278,Aissa Mandi,D S,1991-10-22,Lille,1768,0.0,0.0,0.017,0.035,0.017,1200000.0,1.0,34.7,Defender,24.695121951219512,25.0,22.25609756097561,45.73170731707317,22.25609756097561,27.98780487804878,23.323170731707318
279,Anthony Lopes,GK,1990-10-01,Nantes,1563,0.0,0.0,0.0,0.0,0.0,1200000.0,1.0,35.8,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,38.333333333333336
280,Jordan Ferri,M S,1992-03-12,Montpellier,1804,0.0,0.1,0.019,0.056,0.019,2000000.0,1.0,34.3,Midfielder,17.532467532467532,58.44155844155844,12.987012987012985,27.27272727272727,12.987012987012985,25.844155844155843,12.922077922077921
281,Mathieu Gorgelin,GK,1990-08-05,Le Havre,1440,0.0,0.0,0.0,0.0,0.0,300000.0,1.0,35.9,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,153.33333333333334
282,Djibril Sidibe,D S,1992-07-29,Toulouse,2117,0.0,0.128,0.013,0.12,0.013,1000000.0,1.0,34.0,Defender,24.695121951219512,80.48780487804879,15.24390243902439,75.91463414634147,15.24390243902439,42.31707317073172,42.31707317073172
285,Benjamin Lecomte,GK,1991-04-26,Montpellier,2700,0.0,0.0,0.0,0.005,0.0,1500000.0,1.0,35.2,Goalkeeper,52.0,48.0,50.0,88.0,50.0,57.6,38.4
286,Marcus Coco,D S,1996-06-24,Nantes,960,0.0,0.094,0.004,0.151,0.004,1200000.0,1.0,30.1,Defender,24.695121951219512,75.60975609756098,6.097560975609756,82.6219512195122,6.097560975609756,39.02439024390244,32.520325203252035
287,Pierrick Capelle,M S,1987-04-15,Angers,450,0.0,0.0,0.039,0.208,0.039,200000.0,1.0,39.3,Midfielder,17.532467532467532,15.584415584415584,27.27272727272727,86.36363636363636,27.27272727272727,34.8051948051948,174.025974025974
288,Dennis Appiah,D S,1992-06-09,Saint-Etienne,2108,0.0,0.043,0.01,0.079,0.01,800000.0,1.0,34.1,Defender,24.695121951219512,58.231707317073166,12.5,65.85365853658537,12.5,34.75609756097561,43.44512195121951
289,Andy Delort,F S,1991-10-09,Montpellier,638,0.0,0.0,0.286,0.13,0.286,1500000.0,1.0,34.8,Forward,3.0927835051546393,8.762886597938143,41.23711340206185,39.69072164948454,45.36082474226804,27.62886597938144,18.419243986254294
292,Nicolas Pallois,D S,1987-09-19,Nantes,2028,0.0,0.089,0.017,0.022,0.017,400000.0,1.0,38.8,Defender,24.695121951219512,73.47560975609755,22.25609756097561,31.402439024390244,22.25609756097561,34.8170731707317,87.04268292682926
294,Brice Samba,GK,1994-04-25,"Lens,Rennes",2880,0.0,0.0,0.0,0.0,0.0,12000000.0,1.0,32.2,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,3.8333333333333335
298,Hans Hateboer,D S,,Rennes,1666,0.0,0.0,0.02,0.087,0.02,,,,Defender,24.695121951219512,25.0,25.304878048780488,67.6829268292683,25.304878048780488,33.59756097560976,
299,Caio Henrique,D S,1997-07-31,Monaco,1942,0.0,0.278,0.01,0.249,0.01,15000000.0,1.0,29.0,Defender,24.695121951219512,98.17073170731707,12.5,93.90243902439023,12.5,48.353658536585364,3.2235772357723578
300,Kevin Danso,D,1998-09-19,Lens,1080,0.0,0.0,0.038,0.062,0.038,25000000.0,1.0,27.8,Defender,24.695121951219512,25.0,41.76829268292683,58.536585365853654,42.3780487804878,38.47560975609756,1.5390243902439025
302,Matvey Safonov,GK S,1999-02-25,Paris Saint Germain,879,0.0,0.0,0.0,0.0,0.0,20000000.0,1.0,27.4,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,2.3
304,Yunis Abdelhamid,D S,1987-09-28,Saint-Etienne,1033,0.0,0.0,0.049,0.014,0.049,400000.0,1.0,38.8,Defender,24.695121951219512,25.0,49.08536585365854,23.78048780487805,49.69512195121951,34.451219512195124,86.1280487804878
305,Malang Sarr,D S,1999-01-23,Lens,1378,0.0,0.0,0.015,0.024,0.015,5000000.0,1.0,27.5,Defender,24.695121951219512,25.0,19.20731707317073,33.53658536585366,19.20731707317073,24.329268292682926,4.865853658536585
306,Baptiste Santamaria,M S,1995-03-09,"Nice,Rennes",1411,0.0,0.064,0.054,0.098,0.054,7000000.0,1.0,31.4,Midfielder,17.532467532467532,42.857142857142854,37.66233766233766,50.649350649350644,37.66233766233766,37.27272727272727,5.324675324675325
310,Abdoulaye Bamba,D S,1990-04-25,Angers,1504,0.0,0.0,0.003,0.012,0.003,300000.0,1.0,36.2,Defender,24.695121951219512,25.0,5.182926829268292,20.73170731707317,5.182926829268292,16.158536585365855,53.861788617886184
311,Carlens Arcus,D S,1996-06-28,Angers,2077,0.0,0.043,0.002,0.073,0.002,1800000.0,1.0,30.1,Defender,24.695121951219512,58.231707317073166,3.9634146341463414,63.41463414634146,3.9634146341463414,30.853658536585368,17.140921409214094
313,Christopher Operi,D M,1997-04-29,Le Havre,1170,0.0,0.154,0.021,0.297,0.021,3800000.0,1.0,29.2,Defender,24.695121951219512,85.97560975609755,26.82926829268293,98.17073170731707,26.82926829268293,52.5,13.81578947368421
314,Fode Toure,D S,1997-01-03,Le Havre,607,0.0,0.0,0.0,0.013,0.0,1200000.0,0.855,29.5,Defender,24.695121951219512,25.0,1.8292682926829267,21.951219512195124,1.8292682926829267,15.060975609756095,12.55081300813008
315,Yoann Salmier,D S,1992-11-21,Le Havre,797,0.0,0.0,0.163,0.036,0.163,800000.0,1.0,33.7,Defender,24.695121951219512,25.0,90.85365853658537,46.95121951219512,91.46341463414635,55.79268292682927,69.74085365853658
316,Moussa Niakhate,D S,1996-03-08,Lyon,2721,0.0,0.0,0.002,0.031,0.002,15000000.0,1.0,30.4,Defender,24.695121951219512,25.0,3.9634146341463414,42.3780487804878,3.9634146341463414,20.0,1.3333333333333333
317,Kouakou Herve Koffi,GK,,Lens,450,0.0,0.0,0.0,0.0,0.0,,,,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,
321,Yehvann Diouf,GK,1999-11-16,Reims,3060,0.0,0.0,0.002,0.0,0.002,12000000.0,1.0,26.7,Goalkeeper,52.0,48.0,100.0,30.0,100.0,66.0,5.5
322,Maxime Bernauer,D S,1998-07-01,Saint-Etienne,759,0.0,0.0,0.005,0.005,0.005,2000000.0,1.0,28.0,Defender,24.695121951219512,25.0,7.01219512195122,10.670731707317072,7.01219512195122,14.878048780487806,7.439024390243903
324,Jordan Lefort,D,1993-08-09,Angers,3060,0.0,0.029,0.015,0.04,0.015,1500000.0,1.0,32.9,Defender,24.695121951219512,50.0,19.20731707317073,51.52439024390244,19.20731707317073,32.92682926829268,21.95121951219512
325,Ismael Bennacer,M S,1997-12-01,Marseille,655,0.0,0.275,0.011,0.236,0.011,15000000.0,1.0,28.6,Midfielder,17.532467532467532,92.20779220779221,6.493506493506493,90.9090909090909,6.493506493506493,42.72727272727273,2.8484848484848486
326,Jonathan Gradit,D S,1992-11-24,Lens,2129,0.0,0.0,0.024,0.031,0.024,4000000.0,1.0,33.6,Defender,24.695121951219512,25.0,29.268292682926827,42.3780487804878,29.878048780487802,30.24390243902439,7.560975609756097
328,Han-Noah Massengo,M S,2001-07-07,Auxerre,1048,0.0,0.0,0.031,0.054,0.031,5000000.0,1.0,25.0,Midfielder,17.532467532467532,15.584415584415584,20.12987012987013,25.324675324675322,20.12987012987013,19.740259740259738,3.9480519480519476
329,Maxence Caqueret,M S,2000-02-15,Lyon,566,0.0,0.0,0.127,0.124,0.127,16000000.0,1.0,26.4,Midfielder,17.532467532467532,15.584415584415584,57.14285714285714,62.33766233766234,66.23376623376623,43.76623376623377,2.7353896103896105
331,Leonardo Balerdi,D,1999-01-26,Marseille,2278,0.0,0.0,0.057,0.02,0.057,20000000.0,1.0,27.5,Defender,24.695121951219512,25.0,54.57317073170732,29.573170731707314,55.1829268292683,37.80487804878049,1.8902439024390243
332,Leo Petrot,D S,1997-04-15,Saint-Etienne,2649,0.0,0.102,0.023,0.064,0.023,900000.0,1.0,29.3,Defender,24.695121951219512,77.4390243902439,28.353658536585364,60.0609756097561,28.96341463414634,43.90243902439024,48.78048780487804
333,Gautier Larsonneur,GK,1997-02-23,Saint-Etienne,3060,0.0,0.0,0.0,0.001,0.0,3000000.0,1.0,29.4,Goalkeeper,52.0,48.0,50.0,60.0,50.0,52.0,17.333333333333332
334,Jean-Charles Castelletto,D M,1995-01-26,Nantes,2628,0.0,0.0,0.061,0.002,0.061,3500000.0,1.0,31.5,Defender,24.695121951219512,25.0,56.09756097560976,5.487804878048781,57.3170731707317,33.71951219512195,9.634146341463415
335,Haris Belkebla,M S,1994-01-28,Angers,1792,0.0,0.05,0.005,0.014,0.005,2000000.0,1.0,32.5,Midfielder,17.532467532467532,37.66233766233766,2.5974025974025974,2.5974025974025974,2.5974025974025974,12.5974025974026,6.2987012987013
336,Donovan Léon,GK,1992-11-03,Auxerre,2880,0.0,0.063,0.0,0.013,0.0,1000000.0,1.0,33.7,Goalkeeper,52.0,100.0,50.0,96.0,50.0,69.6,69.6
339,Marcin Bulka,GK,1999-10-04,Nice,3060,0.0,0.0,0.0,0.003,0.0,20000000.0,1.0,26.8,Goalkeeper,52.0,48.0,50.0,78.0,50.0,55.6,2.7800000000000002
341,Jean-Kevin Duverne,D S,,Nantes,549,0.0,0.0,0.038,0.015,0.038,,,,Defender,24.695121951219512,25.0,41.76829268292683,25.304878048780488,42.3780487804878,31.82926829268293,
346,Yvann Maçon,D S,1998-10-01,Saint-Etienne,813,0.0,0.0,0.032,0.027,0.032,1800000.0,1.0,27.8,Defender,24.695121951219512,25.0,35.670731707317074,37.80487804878049,36.28048780487805,31.89024390243903,17.716802168021683
348,Lucas Chevalier,GK,2001-11-06,Lille,3060,0.0,0.0,0.0,0.014,0.0,30000000.0,1.0,24.7,Goalkeeper,52.0,48.0,50.0,100.0,50.0,60.0,2.0
349,Radoslaw Majecki,GK,,Monaco,1350,0.0,0.0,0.0,0.0,0.0,,,,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,
354,Facundo Medina,D M,,Lens,2558,0.0,0.035,0.07,0.076,0.07,,,,Defender,24.695121951219512,53.35365853658537,63.71951219512195,64.9390243902439,64.9390243902439,54.329268292682926,
355,Kiki Kouyate,D S,1997-04-15,Montpellier,754,0.0,0.0,0.053,0.085,0.053,3000000.0,1.0,29.3,Defender,24.695121951219512,25.0,51.21951219512195,67.07317073170732,51.829268292682926,43.96341463414634,14.654471544715447
356,Aïmen Moueffek,M S,2001-04-09,Saint-Etienne,1028,0.0,0.088,0.091,0.134,0.091,2500000.0,1.0,25.3,Midfielder,17.532467532467532,51.94805194805194,51.94805194805194,67.53246753246754,51.94805194805194,48.18181818181817,19.27272727272727
358,Cédric Kipré,D S,,Reims,2195,0.0,0.041,0.014,0.039,0.014,,,,Defender,24.695121951219512,56.70731707317073,17.378048780487802,50.0,17.378048780487802,33.23170731707317,
361,John Finn,M S,,Reims,525,0.0,0.0,0.026,0.001,0.026,,,,Midfielder,17.532467532467532,15.584415584415584,15.584415584415584,1.2987012987012987,15.584415584415584,13.116883116883116,
364,Krépin Diatta,D M S,1999-02-25,Monaco,452,0.0,0.0,0.038,0.152,0.038,7000000.0,1.0,27.4,Defender,24.695121951219512,25.0,41.76829268292683,83.53658536585365,42.3780487804878,43.47560975609756,6.210801393728223
365,Oussama Targhaline,M S,2002-05-20,Le Havre,997,0.0,0.0,0.014,0.058,0.014,4000000.0,0.973,24.2,Midfielder,17.532467532467532,15.584415584415584,10.38961038961039,28.57142857142857,10.38961038961039,16.493506493506494,4.123376623376624
367,Antoine Mendy,D S,2004-05-27,Nice,805,0.0,0.0,0.1,0.009,0.1,2500000.0,1.0,22.1,Defender,24.695121951219512,25.0,76.21951219512195,17.682926829268293,78.04878048780488,44.329268292682926,17.73170731707317
368,Marco Bizot,GK,1991-03-10,Brest,2880,0.0,0.0,0.0,0.0,0.0,3000000.0,1.0,35.4,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,15.333333333333334
371,Christopher Wooh,D S,2001-09-18,Rennes,1457,0.0,0.0,0.065,0.006,0.065,6000000.0,1.0,24.8,Defender,24.695121951219512,25.0,59.756097560975604,12.5,60.97560975609756,36.58536585365853,6.097560975609755
373,Arthur Desmas,GK,1994-04-07,Le Havre,1620,0.0,0.0,0.0,0.002,0.0,1200000.0,1.0,32.3,Goalkeeper,52.0,48.0,50.0,68.0,50.0,53.6,44.66666666666667
374,Alidu Seidu,D S,2000-06-04,Rennes,809,0.0,0.0,0.011,0.034,0.011,9000000.0,1.0,26.1,Defender,24.695121951219512,25.0,13.414634146341465,45.1219512195122,13.414634146341465,24.32926829268293,2.7032520325203255
377,Bamo Meïté,D S,2001-12-03,"Marseille,Montpellier",458,0.0,0.0,0.009,0.0,0.009,4000000.0,1.0,24.6,Defender,24.695121951219512,25.0,10.670731707317072,1.524390243902439,10.670731707317072,14.512195121951219,3.6280487804878048
378,Gideon Mensah,D S,1998-07-18,Auxerre,2292,0.0,0.039,0.005,0.076,0.005,4000000.0,1.0,28.0,Defender,24.695121951219512,56.09756097560976,7.01219512195122,64.9390243902439,7.01219512195122,31.95121951219512,7.98780487804878
380,Andrew Omobamidele,D S,2002-06-23,Strasbourg,526,0.0,0.0,0.0,0.0,0.0,8000000.0,1.0,24.1,Defender,24.695121951219512,25.0,1.8292682926829267,1.524390243902439,1.8292682926829267,10.97560975609756,1.371951219512195
383,Jacques Ekomie,D M S,2003-08-19,Angers,673,0.0,0.0,0.003,0.0,0.003,800000.0,1.0,22.9,Defender,24.695121951219512,25.0,5.182926829268292,1.524390243902439,5.182926829268292,12.317073170731707,15.396341463414632
384,Louis Mouton,M S,2002-06-03,Saint-Etienne,1047,0.0,0.086,0.129,0.125,0.129,700000.0,1.0,24.1,Midfielder,17.532467532467532,50.649350649350644,58.44155844155844,64.28571428571429,67.53246753246754,51.688311688311686,73.8404452690167
385,Falaye Sacko,D S,1995-05-01,Montpellier,1240,0.0,0.073,0.0,0.017,0.0,1500000.0,1.0,31.2,Defender,24.695121951219512,67.6829268292683,1.8292682926829267,27.134146341463417,1.8292682926829267,24.634146341463413,16.422764227642276
387,Enzo Tchato Mbiayi,D M S,2002-11-23,Montpellier,1897,0.0,0.0,0.007,0.067,0.007,2500000.0,0.9,23.6,Defender,24.695121951219512,25.0,8.231707317073171,60.97560975609756,8.231707317073171,25.426829268292686,10.170731707317074
389,Mory Gbane,D M,2000-12-25,Reims,1130,0.0,0.08,0.014,0.027,0.014,4000000.0,1.0,25.6,Defender,24.695121951219512,68.90243902439023,17.378048780487802,37.80487804878049,17.378048780487802,33.23170731707317,8.307926829268293
390,Soungoutou Magassa,M S,2003-10-08,Monaco,1008,0.0,0.089,0.029,0.07,0.029,12000000.0,1.0,22.8,Midfielder,17.532467532467532,53.246753246753244,17.532467532467532,39.61038961038961,17.532467532467532,29.090909090909093,2.4242424242424243
391,Rasmus Nicolaisen,D,1997-03-16,Toulouse,626,0.0,0.144,0.101,0.051,0.101,4500000.0,1.0,29.3,Defender,24.695121951219512,83.53658536585365,76.82926829268293,55.79268292682927,78.65853658536585,63.90243902439024,14.200542005420054
392,Anthony Rouault,D,2001-05-29,Rennes,979,0.0,0.0,0.039,0.001,0.039,10000000.0,1.0,25.1,Defender,24.695121951219512,25.0,43.59756097560975,3.6585365853658534,44.207317073170735,28.23170731707317,2.823170731707317
394,Kjetil Haug,GK S,1998-06-12,Toulouse,498,0.0,0.0,0.0,0.0,0.0,600000.0,1.0,28.1,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,76.66666666666667
396,Ismaily,D S,1990-01-11,Lille,911,0.0,0.099,0.138,0.15,0.138,1200000.0,1.0,36.5,Defender,24.695121951219512,76.82926829268293,87.1951219512195,81.70731707317073,88.41463414634147,71.76829268292684,59.8069105691057
397,Paul Joly,D S,,Auxerre,991,0.0,0.091,0.057,0.169,0.057,,,,Defender,24.695121951219512,74.39024390243902,54.57317073170732,85.97560975609755,55.1829268292683,58.96341463414635,
398,Kévin Danois,M S,2004-06-28,Auxerre,1466,0.0,0.0,0.061,0.143,0.061,8000000.0,1.0,22.1,Midfielder,17.532467532467532,15.584415584415584,42.857142857142854,70.12987012987013,42.857142857142854,37.79220779220779,4.724025974025974
399,Khalil Fayad,F M S,2004-06-09,Montpellier,1019,0.0,0.0,0.092,0.024,0.092,3000000.0,1.0,22.1,Forward,3.0927835051546393,8.762886597938143,2.0618556701030926,4.123711340206185,2.5773195876288657,4.123711340206185,1.374570446735395
401,Yahia Fofana,GK,2000-08-21,Angers,2970,0.0,0.0,0.0,0.003,0.0,7000000.0,1.0,25.9,Goalkeeper,52.0,48.0,50.0,78.0,50.0,55.6,7.942857142857143
402,Emmanuel Agbadou,D,1997-06-17,Reims,1260,0.0,0.0,0.036,0.04,0.036,20000000.0,1.0,29.1,Defender,24.695121951219512,25.0,39.63414634146341,51.52439024390244,40.243902439024396,36.21951219512195,1.8109756097560976
407,Christian Mawissa Elebi,D S,2005-04-18,Monaco,1510,0.0,0.0,0.014,0.002,0.014,15000000.0,0.95,21.2,Defender,24.695121951219512,25.0,17.378048780487802,5.487804878048781,17.378048780487802,17.987804878048777,1.1991869918699185
408,Sael Kumbedi,D S,2005-03-26,Lyon,971,0.0,0.0,0.045,0.03,0.045,7000000.0,1.0,21.3,Defender,24.695121951219512,25.0,46.95121951219512,40.54878048780488,47.5609756097561,36.951219512195124,5.2787456445993035
410,Mamadou Sarr,D,2005-08-29,Strasbourg,2376,0.0,0.038,0.042,0.024,0.042,20000000.0,1.0,20.9,Defender,24.695121951219512,55.487804878048784,46.03658536585366,33.53658536585366,46.646341463414636,41.28048780487805,2.0640243902439024
412,Julien Le Cardinal,D S,1997-08-03,Brest,1375,0.0,0.065,0.038,0.014,0.038,2000000.0,1.0,29.0,Defender,24.695121951219512,64.32926829268293,41.76829268292683,23.78048780487805,42.3780487804878,39.390243902439025,19.695121951219512
414,Nathan Zeze,D S,2005-06-18,Nantes,1522,0.0,0.0,0.02,0.001,0.02,15000000.0,1.0,21.1,Defender,24.695121951219512,25.0,25.304878048780488,3.6585365853658534,25.304878048780488,20.79268292682927,1.386178861788618
415,Lilian Raolisoa,D M S,2000-06-16,Angers,1303,0.0,0.207,0.05,0.153,0.05,800000.0,1.0,26.1,Defender,24.695121951219512,93.90243902439023,50.0,84.14634146341463,50.609756097560975,60.670731707317074,75.83841463414633
416,Aurélio Buta,D S,1997-02-10,Reims,2013,0.0,0.045,0.013,0.07,0.013,5000000.0,1.0,29.4,Defender,24.695121951219512,59.45121951219512,15.24390243902439,61.890243902439025,15.24390243902439,35.30487804878049,7.060975609756097
418,Gabriel Suazo,D S,1997-08-09,Toulouse,2171,0.0,0.249,0.039,0.192,0.039,4000000.0,1.0,28.9,Defender,24.695121951219512,96.34146341463415,43.59756097560975,89.02439024390245,44.207317073170735,59.57317073170732,14.89329268292683
420,Jérémy Jacquet,D,2005-07-13,Rennes,933,0.0,0.096,0.046,0.06,0.046,10000000.0,1.0,21.0,Defender,24.695121951219512,76.21951219512195,47.5609756097561,57.3170731707317,48.170731707317074,50.792682926829265,5.079268292682927
424,Abduqodir Khusanov,D S,2004-02-29,Lens,978,0.0,0.0,0.02,0.028,0.02,35000000.0,0.944,22.4,Defender,24.695121951219512,25.0,25.304878048780488,39.02439024390244,25.304878048780488,27.865853658536587,0.7961672473867596
426,Guillaume Restes,GK,2005-03-11,Toulouse,2545,0.0,0.035,0.0,0.002,0.0,20000000.0,1.0,21.3,Goalkeeper,52.0,96.0,50.0,68.0,50.0,63.2,3.16
427,Philipp Köhn,GK,1998-04-02,Monaco,1710,0.0,0.0,0.0,0.0,0.0,5000000.0,1.0,28.3,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,9.2
428,Becir Omeragic,D M S,2002-01-20,Montpellier,1813,0.0,0.0,0.028,0.011,0.028,4500000.0,1.0,24.5,Defender,24.695121951219512,25.0,33.53658536585366,20.121951219512198,34.146341463414636,27.5,6.111111111111111
429,Loïc Négo,D M S,1991-01-15,Le Havre,2473,0.0,0.0,0.018,0.025,0.018,700000.0,1.0,35.5,Defender,24.695121951219512,25.0,23.170731707317074,35.36585365853659,23.170731707317074,26.280487804878057,37.543554006968655
431,Antoine Joujou,F M S,2003-03-12,Le Havre,923,0.0,0.195,0.08,0.34,0.08,2000000.0,1.0,23.3,Forward,3.0927835051546393,69.58762886597938,1.0309278350515463,89.69072164948454,1.0309278350515463,32.886597938144334,16.443298969072167
432,Étienne Youté,D M S,2002-01-14,Le Havre,2315,0.0,0.0,0.079,0.005,0.079,7000000.0,0.9,24.5,Defender,24.695121951219512,25.0,70.1219512195122,10.670731707317072,71.64634146341463,40.42682926829268,5.775261324041812
433,Clinton Mata,D S,1992-11-07,Lyon,2366,0.0,0.152,0.009,0.064,0.009,3500000.0,1.0,33.7,Defender,24.695121951219512,85.0609756097561,10.670731707317072,60.0609756097561,10.670731707317072,38.23170731707317,10.923344947735192
434,Emmanuel Sabbi,F M S,1997-12-24,Le Havre,649,0.0,0.0,0.352,0.043,0.352,1500000.0,1.0,28.6,Forward,3.0927835051546393,8.762886597938143,56.70103092783505,6.185567010309279,57.73195876288659,26.49484536082474,17.663230240549826
436,William Pacho,D S,2001-10-16,Paris Saint Germain,2127,0.0,0.042,0.019,0.019,0.019,65000000.0,0.923,24.8,Defender,24.695121951219512,57.3170731707317,23.78048780487805,28.65853658536585,23.78048780487805,31.646341463414632,0.4868667917448405
437,Djordje Petrovic,GK,1999-10-08,Strasbourg,2790,0.0,0.0,0.0,0.0,0.0,20000000.0,1.0,26.8,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,2.3
440,Mahamadou Diawara,M S,2005-02-17,"Le Havre,Lyon",576,0.0,0.156,0.042,0.045,0.042,2000000.0,1.0,21.4,Midfielder,17.532467532467532,81.16883116883116,28.57142857142857,19.480519480519483,28.57142857142857,35.06493506493506,17.53246753246753
441,Ayyoub Bouaddi,M S,2007-10-02,Lille,1112,0.0,0.081,0.012,0.077,0.012,28000000.0,1.0,18.8,Midfielder,17.532467532467532,49.35064935064935,8.441558441558442,42.2077922077922,8.441558441558442,25.194805194805195,0.8998144712430427
442,Amadou Koné,M S,2005-05-14,Reims,1317,0.0,0.0,0.044,0.028,0.044,4000000.0,1.0,21.2,Midfielder,17.532467532467532,15.584415584415584,29.87012987012987,10.38961038961039,29.87012987012987,20.649350649350648,5.162337662337662
446,Luc Zogbe,D S,2005-03-24,Brest,616,0.0,0.0,0.041,0.014,0.041,2500000.0,0.947,21.3,Defender,24.695121951219512,25.0,45.1219512195122,23.78048780487805,45.73170731707317,32.86585365853658,13.146341463414632
449,Nhoa Sangui,D M S,2006-02-27,Reims,1080,0.0,0.167,0.009,0.046,0.009,2500000.0,1.0,20.4,Defender,24.695121951219512,89.02439024390245,10.670731707317072,54.268292682926834,10.670731707317072,37.86585365853658,15.146341463414632
451,Lucas Perri,GK,1997-12-10,Lyon,2970,0.0,0.0,0.0,0.0,0.0,10000000.0,1.0,28.6,Goalkeeper,52.0,48.0,50.0,30.0,50.0,46.0,4.6
458,Valentín Barco,D M,2004-07-23,Strasbourg,1181,0.0,0.152,0.032,0.075,0.032,12000000.0,1.0,22.0,Defender,24.695121951219512,85.0609756097561,35.670731707317074,64.02439024390245,36.28048780487805,49.146341463414636,4.095528455284553
